TIMESTAMP,NODE,EASTING,NORTHING,FLOW_ACTUAL_15M,SAT_BANDINGS,DETECTOR_NO,TOTAL_DETECTOR_NO,DETECTOR_RATE
2019-05-26T22:47:00Z,01/095,530657.900,180653.480,2597,0-79%,2,2,1
2019-05-26T22:47:00Z,01/097,528530.000,178490.000,94,0-79%,3,3,1
2019-05-26T22:47:00Z,01/098,530060.000,180870.000,102,0-79%,4,5,0.8
2019-05-26T22:47:00Z,01/102,529343.200,178218.420,107,0-79%,3,3,1
2019-05-26T22:47:00Z,01/103,530461.070,180736.200,248,0-79%,1,1,1
2019-05-26T22:47:00Z,01/105,526135.420,179653.790,176,0-79%,1,1,1
2019-05-26T22:47:00Z,01/106,526398.300,179629.140,174,0-79%,5,5,1
2019-05-26T22:47:00Z,01/107,526665.080,180770.640,340,0-79%,2,2,1
2019-05-26T22:47:00Z,01/108,526926.210,180813.470,200,0-79%,3,3,1
2019-05-26T22:47:00Z,01/109,526785.000,180821.000,158,0-79%,3,3,1
2019-05-26T22:47:00Z,01/112,525911.560,180596.030,227,0-79%,2,2,1
2019-05-26T22:47:00Z,01/113,525996.490,180610.220,340,0-79%,2,2,1
2019-05-26T22:47:00Z,01/114,525043.080,182063.420,368,0-79%,2,2,1
2019-05-26T22:47:00Z,01/115,525136.780,182041.430,291,0-79%,2,2,1
2019-05-26T22:47:00Z,01/116,524862.780,182125.720,403,0-79%,3,4,0.75
2019-05-26T22:47:00Z,01/117,524774.320,182184.600,342,0-79%,1,1,1
2019-05-26T22:47:00Z,01/118,524700.500,182243.580,344,0-79%,2,2,1
2019-05-26T22:47:00Z,01/120,524603.800,182328.340,419,0-79%,2,2,1
2019-05-26T22:47:00Z,01/121,524438.580,182363.600,404,0-79%,2,2,1
2019-05-26T22:47:00Z,01/122,526847.210,181125.080,105,0-79%,2,4,0.5
2019-05-26T22:47:00Z,01/124,526203.650,180637.640,220,0-79%,2,2,1
2019-05-26T22:47:00Z,01/125,526695.990,180908.260,173,0-79%,1,3,0.33
2019-05-26T22:47:00Z,01/126,523856.570,182509.780,367,0-79%,4,4,1
2019-05-26T22:47:00Z,01/127,526632.250,181161.020,94,0-79%,2,3,0.67
2019-05-26T22:47:00Z,01/128,526233.430,181412.500,225,0-79%,3,3,1
2019-05-26T22:47:00Z,01/129,526143.150,181371.290,265,0-79%,2,2,1
2019-05-26T22:47:00Z,01/130,525862.790,181244.970,220,0-79%,2,3,0.67
2019-05-26T22:47:00Z,01/131,525340.860,181108.230,132,0-79%,2,3,0.67
2019-05-26T22:47:00Z,01/132,525277.470,181381.930,45,0-79%,2,2,1
2019-05-26T22:47:00Z,01/133,526546.980,181079.710,107,0-79%,2,2,1
2019-05-26T22:47:00Z,01/134,526479.950,181015.660,173,0-79%,1,3,0.33
2019-05-26T22:47:00Z,01/135,525418.930,182388.280,149,0-79%,4,4,1
2019-05-26T22:47:00Z,01/136,525676.420,182195.290,144,0-79%,1,1,1
2019-05-26T22:47:00Z,01/137,525145.010,182522.610,164,>=100%,4,4,1
2019-05-26T22:47:00Z,01/139,527461.360,181822.610,660,0-79%,4,4,1
2019-05-26T22:47:00Z,01/140,527543.640,181850.000,464,0-79%,3,3,1
2019-05-26T22:47:00Z,01/141,527663.080,181891.910,321,0-79%,4,4,1
2019-05-26T22:47:00Z,01/142,527787.780,181921.790,612,80-89%,2,4,0.5
2019-05-26T22:47:00Z,01/143,527926.110,181969.360,162,0-79%,1,5,0.2
2019-05-26T22:47:00Z,01/144,528267.830,182081.180,600,0-79%,4,4,1
2019-05-26T22:47:00Z,01/146,528360.090,182087.600,346,0-79%,4,4,1
2019-05-26T22:47:00Z,01/147,528586.080,182140.390,629,0-79%,5,6,0.83
2019-05-26T22:47:00Z,01/148,528770.980,182189.610,502,0-79%,6,6,1
2019-05-26T22:47:00Z,01/149,528838.850,182209.500,489,0-79%,7,7,1
2019-05-26T22:47:00Z,01/152,527839.610,181718.160,439,0-79%,1,3,0.33
2019-05-26T22:47:00Z,01/153,527867.160,181627.000,27,0-79%,1,3,0.33
2019-05-26T22:47:00Z,01/156,527742.950,182027.450,409,0-79%,1,3,0.33
2019-05-26T22:47:00Z,01/157,527640.000,182350.000,173,0-79%,1,3,0.33
2019-05-26T22:47:00Z,01/159,527892.460,182060.920,368,0-79%,1,1,1
2019-05-26T22:47:00Z,01/160,527051.650,181712.690,403,0-79%,5,5,1
2019-05-26T22:47:00Z,01/161,527128.300,181622.620,436,0-79%,5,5,1
2019-05-26T22:47:00Z,01/162,527249.240,181506.210,539,0-79%,3,4,0.75
2019-05-26T22:47:00Z,01/163,527376.220,181366.790,737,0-79%,2,4,0.5
2019-05-26T22:47:00Z,01/164,527481.400,181260.500,503,0-79%,3,4,0.75
2019-05-26T22:47:00Z,01/165,527570.930,181166.260,404,0-79%,4,4,1
2019-05-26T22:47:00Z,01/166,527660.000,181080.000,362,0-79%,5,5,1
2019-05-26T22:47:00Z,01/167,527806.700,181119.250,72,0-79%,2,5,0.4
2019-05-26T22:47:00Z,01/168,527642.010,181317.510,182,0-79%,2,4,0.5
2019-05-26T22:47:00Z,01/169,527675.640,181196.650,55,0-79%,3,4,0.75
2019-05-26T22:47:00Z,01/170,527772.340,181223.610,75,0-79%,2,4,0.5
2019-05-26T22:47:00Z,01/172,527974.680,181285.480,473,0-79%,1,2,0.5
2019-05-26T22:47:00Z,01/173,528085.350,181448.310,199,0-79%,2,3,0.67
2019-05-26T22:47:00Z,01/175,528007.930,181182.340,75,0-79%,1,2,0.5
2019-05-26T22:47:00Z,01/176,528150.000,181230.000,19,0-79%,1,2,0.5
2019-05-26T22:47:00Z,01/177,528313.120,181268.180,60,0-79%,1,2,0.5
2019-05-26T22:47:00Z,01/179,528464.940,181318.850,180,0-79%,1,1,1
2019-05-26T22:47:00Z,01/182,528737.820,181399.540,34,0-79%,1,2,0.5
2019-05-26T22:47:00Z,01/184,528951.530,181463.230,233,0-79%,3,3,1
2019-05-26T22:47:00Z,01/185,529037.610,181487.920,117,0-79%,2,3,0.67
2019-05-26T22:47:00Z,01/186,529132.330,181519.070,137,0-79%,2,2,1
2019-05-26T22:47:00Z,01/187,529207.520,181544.830,10,0-79%,2,3,0.67
2019-05-26T22:47:00Z,01/188,529313.600,181611.200,165,0-79%,1,2,0.5
2019-05-26T22:47:00Z,01/190,528986.880,181359.840,274,0-79%,3,3,1
2019-05-26T22:47:00Z,01/192,528369.120,181400.020,12,0-79%,1,4,0.25
2019-05-26T22:47:00Z,01/193,528062.340,181523.740,27,0-79%,2,3,0.67
2019-05-26T22:47:00Z,01/194,529070.630,181386.260,104,0-79%,3,3,1
2019-05-26T22:47:00Z,01/195,528812.190,181725.790,394,0-79%,1,1,1
2019-05-26T22:47:00Z,01/196,528466.740,181898.500,75,0-79%,1,3,0.33
2019-05-26T22:47:00Z,01/197,528571.230,181929.210,23,0-79%,1,3,0.33
2019-05-26T22:47:00Z,01/198,528731.240,181978.120,159,0-79%,3,4,0.75
2019-05-26T22:47:00Z,01/201,528772.400,181858.100,152,0-79%,3,3,1
2019-05-26T22:47:00Z,01/202,528547.210,181642.210,45,0-79%,1,2,0.5
2019-05-26T22:47:00Z,01/203,528651.520,181678.030,173,0-79%,1,1,1
2019-05-26T22:47:00Z,01/204,527373.350,181806.850,694,0-79%,4,4,1
2019-05-26T22:47:00Z,01/206,528205.820,181058.220,171,0-79%,2,3,0.67
2019-05-26T22:47:00Z,01/207,528373.600,181092.000,177,0-79%,3,3,1
